Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Brazil,Potatoes,1997,152748,1761,110276.11,25.2
Brazil,Potatoes,1998,156439,1761,118930.56,22.35
Brazil,Potatoes,1998,156439,1761,118930.56,20.71
Brazil,Potatoes,1998,156439,1761,118930.56,18.2
Brazil,Potatoes,1998,156439,1761,118930.56,18.2
Brazil,Potatoes,1998,156439,1761,118930.56,28.76
Brazil,Potatoes,1998,156439,1761,118930.56,20.71
Brazil,Potatoes,1998,156439,1761,118930.56,27.54
Brazil,Potatoes,1998,156439,1761,118930.56,18.49
Brazil,Potatoes,1998,156439,1761,118930.56,26.63
Brazil,Potatoes,1998,156439,1761,118930.56,24.78
Brazil,Potatoes,1998,156439,1761,118930.56,26.08
Brazil,Potatoes,1999,164604,1761,127585,21.59
Brazil,Potatoes,1999,164604,1761,127585,20.04
Brazil,Potatoes,1999,164604,1761,127585,17.66
Brazil,Potatoes,1999,164604,1761,127585,17.66
Brazil,Potatoes,1999,164604,1761,127585,27.64
Brazil,Potatoes,1999,164604,1761,127585,20.04
Brazil,Potatoes,1999,164604,1761,127585,26.66
Brazil,Potatoes,1999,164604,1761,127585,18.39
Brazil,Potatoes,1999,164604,1761,127585,25.88
Brazil,Potatoes,1999,164604,1761,127585,24.01
Brazil,Potatoes,1999,164604,1761,127585,25.32
Brazil,Potatoes,2000,171813,1761,140423,21.69
Brazil,Potatoes,2000,171813,1761,140423,20.32
Brazil,Potatoes,2000,171813,1761,140423,18.01
Brazil,Potatoes,2000,171813,1761,140423,18.01
Brazil,Potatoes,2000,171813,1761,140423,27.5
Brazil,Potatoes,2000,171813,1761,140423,20.32
Brazil,Potatoes,2000,171813,1761,140423,26.82
Brazil,Potatoes,2000,171813,1761,140423,18.65
Brazil,Potatoes,2000,171813,1761,140423,25.71
Brazil,Potatoes,2000,171813,1761,140423,24.36
Brazil,Potatoes,2000,171813,1761,140423,25.35
Brazil,Potatoes,2001,184997,1761,151523,22.14
Brazil,Potatoes,2001,184997,1761,151523,20.96
Brazil,Potatoes,2001,184997,1761,151523,18.67
Brazil,Potatoes,2001,184997,1761,151523,18.67
Brazil,Potatoes,2001,184997,1761,151523,27.69
Brazil,Potatoes,2001,184997,1761,151523,20.96
Brazil,Potatoes,2001,184997,1761,151523,27.08
Brazil,Potatoes,2001,184997,1761,151523,19.73
Brazil,Potatoes,2001,184997,1761,151523,26.08
Brazil,Potatoes,2001,184997,1761,151523,24.99
Brazil,Potatoes,2001,184997,1761,151523,25.59
Brazil,Potatoes,2002,194038,1761,145552,22.5
Brazil,Potatoes,2002,194038,1761,145552,21.3
Brazil,Potatoes,2002,194038,1761,145552,19.09
Brazil,Potatoes,2002,194038,1761,145552,19.09
Brazil,Potatoes,2002,194038,1761,145552,27.85
Brazil,Potatoes,2002,194038,1761,145552,21.3
Brazil,Potatoes,2002,194038,1761,145552,27.27
Brazil,Potatoes,2002,194038,1761,145552,19.49
Brazil,Potatoes,2002,194038,1761,145552,26.01
Brazil,Potatoes,2002,194038,1761,145552,25.18
Brazil,Potatoes,2002,194038,1761,145552,25.56
Brazil,Potatoes,2004,213525,1761,214725,21.59
Brazil,Potatoes,2004,213525,1761,214725,20.05
Brazil,Potatoes,2004,213525,1761,214725,17.88
Brazil,Potatoes,2004,213525,1761,214725,17.88
Brazil,Potatoes,2004,213525,1761,214725,27.72
Brazil,Potatoes,2004,213525,1761,214725,20.05
Brazil,Potatoes,2004,213525,1761,214725,27.24
Brazil,Potatoes,2004,213525,1761,214725,18.75
Brazil,Potatoes,2004,213525,1761,214725,25.94
Brazil,Potatoes,2004,213525,1761,214725,24.24
Brazil,Potatoes,2004,213525,1761,214725,25.37
Brazil,Potatoes,2005,220095,1761,232232,22.05
Brazil,Potatoes,2005,220095,1761,232232,20.78
Brazil,Potatoes,2005,220095,1761,232232,18.53
Brazil,Potatoes,2005,220095,1761,232232,18.53
Brazil,Potatoes,2005,220095,1761,232232,28.17
Brazil,Potatoes,2005,220095,1761,232232,20.78
Brazil,Potatoes,2005,220095,1761,232232,27.6
Brazil,Potatoes,2005,220095,1761,232232,19.42
Brazil,Potatoes,2005,220095,1761,232232,26.27
Brazil,Potatoes,2005,220095,1761,232232,24.79
Brazil,Potatoes,2005,220095,1761,232232,25.7
Brazil,Potatoes,2006,223802,1761,238716,21.82
Brazil,Potatoes,2006,223802,1761,238716,20.6
Brazil,Potatoes,2006,223802,1761,238716,18.47
Brazil,Potatoes,2006,223802,1761,238716,18.47
Brazil,Potatoes,2006,223802,1761,238716,27.76
Brazil,Potatoes,2006,223802,1761,238716,20.6
Brazil,Potatoes,2006,223802,1761,238716,27.34
Brazil,Potatoes,2006,223802,1761,238716,19.35
Brazil,Potatoes,2006,223802,1761,238716,26.26
Brazil,Potatoes,2006,223802,1761,238716,24.57
Brazil,Potatoes,2006,223802,1761,238716,25.41
Brazil,Potatoes,2007,240356,1761,304031,22.19
Brazil,Potatoes,2007,240356,1761,304031,20.93
Brazil,Potatoes,2007,240356,1761,304031,18.66
Brazil,Potatoes,2007,240356,1761,304031,18.66
Brazil,Potatoes,2007,240356,1761,304031,27.92
Brazil,Potatoes,2007,240356,1761,304031,20.93
Brazil,Potatoes,2007,240356,1761,304031,27.32
Brazil,Potatoes,2007,240356,1761,304031,19.05
Brazil,Potatoes,2007,240356,1761,304031,25.95
Brazil,Potatoes,2007,240356,1761,304031,24.78
Brazil,Potatoes,2007,240356,1761,304031,25.44
Brazil,Potatoes,2008,253729,1761,312637,21.86
Brazil,Potatoes,2008,253729,1761,312637,20.22
Brazil,Potatoes,2008,253729,1761,312637,17.88
Brazil,Potatoes,2008,253729,1761,312637,17.88
Brazil,Potatoes,2008,253729,1761,312637,27.54
Brazil,Potatoes,2008,253729,1761,312637,20.22
Brazil,Potatoes,2008,253729,1761,312637,26.94
Brazil,Potatoes,2008,253729,1761,312637,18.8
Brazil,Potatoes,2008,253729,1761,312637,25.96
Brazil,Potatoes,2008,253729,1761,312637,24.26
Brazil,Potatoes,2008,253729,1761,312637,25.54
Brazil,Potatoes,2009,248299,1761,335742,22.25
Brazil,Potatoes,2009,248299,1761,335742,20.78
Brazil,Potatoes,2009,248299,1761,335742,18.38
Brazil,Potatoes,2009,248299,1761,335742,18.38
Brazil,Potatoes,2009,248299,1761,335742,27.39
Brazil,Potatoes,2009,248299,1761,335742,20.78
Brazil,Potatoes,2009,248299,1761,335742,27.39
Brazil,Potatoes,2009,248299,1761,335742,18.84
Brazil,Potatoes,2009,248299,1761,335742,26.3
Brazil,Potatoes,2009,248299,1761,335742,24.98
Brazil,Potatoes,2009,248299,1761,335742,26
Brazil,Potatoes,2010,258859,1761,342580,22.12
Brazil,Potatoes,2010,258859,1761,342580,20.72
Brazil,Potatoes,2010,258859,1761,342580,18.18
Brazil,Potatoes,2010,258859,1761,342580,18.18
Brazil,Potatoes,2010,258859,1761,342580,28.18
Brazil,Potatoes,2010,258859,1761,342580,20.72
Brazil,Potatoes,2010,258859,1761,342580,27.56
Brazil,Potatoes,2010,258859,1761,342580,19.01
Brazil,Potatoes,2010,258859,1761,342580,26.3
Brazil,Potatoes,2010,258859,1761,342580,24.95
Brazil,Potatoes,2010,258859,1761,342580,25.78
Brazil,Potatoes,2011,262528,1761,345026,21.74
Brazil,Potatoes,2011,262528,1761,345026,20.33
Brazil,Potatoes,2011,262528,1761,345026,18.01
Brazil,Potatoes,2011,262528,1761,345026,18.01
Brazil,Potatoes,2011,262528,1761,345026,27.36
Brazil,Potatoes,2011,262528,1761,345026,20.33
Brazil,Potatoes,2011,262528,1761,345026,27.29
Brazil,Potatoes,2011,262528,1761,345026,18.82
Brazil,Potatoes,2011,262528,1761,345026,25.89
Brazil,Potatoes,2011,262528,1761,345026,24.32
Brazil,Potatoes,2011,262528,1761,345026,25.28
Brazil,Potatoes,2012,274457,1761,346583,22.16
Brazil,Potatoes,2012,274457,1761,346583,21.02
Brazil,Potatoes,2012,274457,1761,346583,18.8
Brazil,Potatoes,2012,274457,1761,346583,18.8
Brazil,Potatoes,2012,274457,1761,346583,28.21
Brazil,Potatoes,2012,274457,1761,346583,21.02
Brazil,Potatoes,2012,274457,1761,346583,27.34
Brazil,Potatoes,2012,274457,1761,346583,19.72
Brazil,Potatoes,2012,274457,1761,346583,26.13
Brazil,Potatoes,2012,274457,1761,346583,24.84
Brazil,Potatoes,2012,274457,1761,346583,25.65
Brazil,Potatoes,2013,277517,1761,367778,21.59
Brazil,Potatoes,2013,277517,1761,367778,20.07
Brazil,Potatoes,2013,277517,1761,367778,17.57
Brazil,Potatoes,2013,277517,1761,367778,17.57
Brazil,Potatoes,2013,277517,1761,367778,27.71
Brazil,Potatoes,2013,277517,1761,367778,20.07
Brazil,Potatoes,2013,277517,1761,367778,27.11
Brazil,Potatoes,2013,277517,1761,367778,17.84
Brazil,Potatoes,2013,277517,1761,367778,26.4
Brazil,Potatoes,2013,277517,1761,367778,25.19
Brazil,Potatoes,2013,277517,1761,367778,26.14
Bulgaria,Potatoes,1990,104986,608,3906,9.51
Bulgaria,Potatoes,1991,117017,608,3906,8.14
Bulgaria,Potatoes,1992,118262,608,3906,9.07
Bulgaria,Potatoes,1993,90807,608,3777.25,9
Bulgaria,Potatoes,1994,105070,608,3648.5,10.23
Bulgaria,Potatoes,1995,116617,608,3519.75,8.69
Bulgaria,Potatoes,1996,80623,608,3391,8.44
Bulgaria,Potatoes,1997,104537,608,3262.25,8.26
Bulgaria,Potatoes,1998,94041,608,3133.5,9.16
Bulgaria,Potatoes,1999,108475,608,3004.75,9.67
Bulgaria,Potatoes,2000,75262,608,2876,9.9
Bulgaria,Potatoes,2001,123921,608,2747.25,9.55
Bulgaria,Potatoes,2002,120894,608,2618.5,9.6
Bulgaria,Potatoes,2004,186855,608,2361,9.18
Bulgaria,Potatoes,2005,156448,608,2232.25,8.58
Bulgaria,Potatoes,2006,157758,608,2103.5,9.08
Bulgaria,Potatoes,2007,133197,608,1974.75,10.23
Bulgaria,Potatoes,2008,162618,608,1846,9.9
Bulgaria,Potatoes,2009,165508,608,1717.25,9.74
Bulgaria,Potatoes,2010,181967,608,1588.5,9.65
Bulgaria,Potatoes,2011,143236,608,1459.75,9.17
Bulgaria,Potatoes,2012,101515,608,1331,9.99
Bulgaria,Potatoes,2013,146125,608,1197,11.26
Burkina Faso,Potatoes,1990,61985,748,29.1,28.77
Burkina Faso,Potatoes,1991,61898,748,29.1,28.4
Burkina Faso,Potatoes,1992,60637,748,29.1,28.06
Burkina Faso,Potatoes,1993,62308,748,17,28.58
Burkina Faso,Potatoes,1994,61538,748,6,28
Burkina Faso,Potatoes,1995,62500,748,3.04,28.46
Burkina Faso,Potatoes,1996,28605,748,39.16,28.74
Burkina Faso,Potatoes,1997,23981,748,75.29,28.52
Burkina Faso,Potatoes,1998,24321,748,111.41,28.95
Burkina Faso,Potatoes,1999,22000,748,93.43,28.45
Burkina Faso,Potatoes,2000,21233,748,75.44,28.6
Burkina Faso,Potatoes,2001,15852,748,57.46,28.77
Burkina Faso,Potatoes,2002,20527,748,39.47,28.97
Burkina Faso,Potatoes,2004,18849,748,1.28,28.9
Burkina Faso,Potatoes,2005,20000,748,92.21,29.18
Burkina Faso,Potatoes,2006,20000,748,109.24,28.92
Burkina Faso,Potatoes,2007,20000,748,292.05,28.96
Burkina Faso,Potatoes,2008,17954,748,190.92,28.4
Burkina Faso,Potatoes,2009,18111,748,132.3,29.05
Burkina Faso,Potatoes,2010,18998,748,442.89,29.17
Burkina Faso,Potatoes,2011,19159,748,843,29.03
Burkina Faso,Potatoes,2012,19320,748,843,28.67
Burkina Faso,Potatoes,2013,19481,748,843,29.41
Burundi,Potatoes,1990,34836,1274,92.08,21.15
Burundi,Potatoes,1991,32454,1274,92.08,20.97
Burundi,Potatoes,1992,33357,1274,92.08,21.31
Burundi,Potatoes,1993,28125,1274,96.99,21.17
Burundi,Potatoes,1994,29453,1274,84.45,21.25
Burundi,Potatoes,1995,29691,1274,144.2,21.55
Burundi,Potatoes,1996,28825,1274,207.1,21.18
Burundi,Potatoes,1997,32397,1274,117.56,21.51
Burundi,Potatoes,1998,25950,1274,107.29,21.56
Burundi,Potatoes,1999,24393,1274,150.24,21.01
Burundi,Potatoes,2000,25242,1274,109.87,21.32
Burundi,Potatoes,2001,25757,1274,72.56,21.24
Burundi,Potatoes,2002,26760,1274,98.1,21.45
Burundi,Potatoes,2004,28732,1274,508.26,21.71
Burundi,Potatoes,2005,25483,1274,304.83,22.29
Burundi,Potatoes,2006,26176,1274,190.51,21.83
Burundi,Potatoes,2007,34521,1274,412.66,21.28
Burundi,Potatoes,2008,26273,1274,456.44,21.29
Burundi,Potatoes,2009,27711,1274,177.75,21.42
Burundi,Potatoes,2010,42521,1274,264.53,21.75
Burundi,Potatoes,2011,45493,1274,75.64,21.23
Burundi,Potatoes,2012,31165,1274,98.59,21.44
Burundi,Potatoes,2013,62252,1274,956.06,21.53
Cameroon,Potatoes,1990,16142,1604,450.01,25.08
Cameroon,Potatoes,1991,16875,1604,99.09,24.99
Cameroon,Potatoes,1992,20500,1604,1137.56,24.6
Cameroon,Potatoes,1993,21111,1604,774.49,24.9
Cameroon,Potatoes,1994,19811,1604,411.42,24.93
Cameroon,Potatoes,1995,20588,1604,48.35,25.21
Cameroon,Potatoes,1996,29064,1604,180.08,25
Cameroon,Potatoes,1997,40329,1604,630.12,24.98
Cameroon,Potatoes,1998,53198,1604,258.02,25.66
Cameroon,Potatoes,1999,60031,1604,653,24.97
Cameroon,Potatoes,2000,59044,1604,545,24.88
Cameroon,Potatoes,2001,51674,1604,687,25.01
Cameroon,Potatoes,2002,39452,1604,815.79,25.26
Cameroon,Potatoes,2004,31159,1604,849.48,25.42
Cameroon,Potatoes,2005,25900,1604,829.59,25.36
Cameroon,Potatoes,2006,27330,1604,950.22,25.39
Cameroon,Potatoes,2007,26587,1604,918.88,25.49
Cameroon,Potatoes,2008,26367,1604,882.13,25.42
Cameroon,Potatoes,2009,28754,1604,813.77,25.54
Cameroon,Potatoes,2010,44088,1604,1160.63,25.7
Cameroon,Potatoes,2011,73940,1604,1372.47,25.25
Cameroon,Potatoes,2012,103444,1604,1372.47,25.18
Cameroon,Potatoes,2013,133560,1604,1372.47,25.45
Canada,Potatoes,1990,250994,537,29568,8.2
Canada,Potatoes,1990,250994,537,29568,9.48
Canada,Potatoes,1990,250994,537,29568,6.07
Canada,Potatoes,1990,250994,537,29568,5.57
Canada,Potatoes,1990,250994,537,29568,7.41
Canada,Potatoes,1990,250994,537,29568,7.82
Canada,Potatoes,1991,96637,537,29477.5,8.13
Canada,Potatoes,1991,96637,537,29477.5,9.72
Canada,Potatoes,1991,96637,537,29477.5,5.82
Canada,Potatoes,1991,96637,537,29477.5,5.46
Canada,Potatoes,1991,96637,537,29477.5,7.55
Canada,Potatoes,1991,96637,537,29477.5,7.89
Canada,Potatoes,1992,118173,537,29387,6.25
Canada,Potatoes,1992,118173,537,29387,8.05
Canada,Potatoes,1992,118173,537,29387,4.41
Canada,Potatoes,1992,118173,537,29387,3.69
Canada,Potatoes,1992,118173,537,29387,5.79
Canada,Potatoes,1992,118173,537,29387,8.77
Canada,Potatoes,1993,107674,537,29296.5,6.48
Canada,Potatoes,1993,107674,537,29296.5,8.11
Canada,Potatoes,1993,107674,537,29296.5,4.52
Canada,Potatoes,1993,107674,537,29296.5,3.96
Canada,Potatoes,1993,107674,537,29296.5,5.87
Canada,Potatoes,1993,107674,537,29296.5,7.69
Canada,Potatoes,1994,112448,537,29206,6.52
Canada,Potatoes,1994,112448,537,29206,8.11
Canada,Potatoes,1994,112448,537,29206,4.72
Canada,Potatoes,1994,112448,537,29206,4.06
Canada,Potatoes,1994,112448,537,29206,5.95
Canada,Potatoes,1994,112448,537,29206,8.27
Canada,Potatoes,1995,107859,537,32223.4,7.19
Canada,Potatoes,1995,107859,537,32223.4,8.52
Canada,Potatoes,1995,107859,537,32223.4,5.47
Canada,Potatoes,1995,107859,537,32223.4,4.81
Canada,Potatoes,1995,107859,537,32223.4,6.38
Canada,Potatoes,1995,107859,537,32223.4,8.49
Canada,Potatoes,1996,112323,537,35240.8,6.88
Canada,Potatoes,1996,112323,537,35240.8,7.85
Canada,Potatoes,1996,112323,537,35240.8,5.25
Canada,Potatoes,1996,112323,537,35240.8,4.66
Canada,Potatoes,1996,112323,537,35240.8,5.81
Canada,Potatoes,1996,112323,537,35240.8,7.16
Canada,Potatoes,1997,111195,537,38258.2,6.72
Canada,Potatoes,1997,111195,537,38258.2,8.09
Canada,Potatoes,1997,111195,537,38258.2,4.54
Canada,Potatoes,1997,111195,537,38258.2,3.99
Canada,Potatoes,1997,111195,537,38258.2,6
Canada,Potatoes,1997,111195,537,38258.2,8.23
Canada,Potatoes,1998,112271,537,41275.6,9.01
Canada,Potatoes,1998,112271,537,41275.6,10.6
Canada,Potatoes,1998,112271,537,41275.6,7
Canada,Potatoes,1998,112271,537,41275.6,6.68
Canada,Potatoes,1998,112271,537,41275.6,8.54
Canada,Potatoes,1998,112271,537,41275.6,8.72
Canada,Potatoes,1999,110517,537,44293,8.29
Canada,Potatoes,1999,110517,537,44293,9.53
Canada,Potatoes,1999,110517,537,44293,6.71
Canada,Potatoes,1999,110517,537,44293,6.02
Canada,Potatoes,1999,110517,537,44293,7.75
Canada,Potatoes,1999,110517,537,44293,7.69
Canada,Potatoes,2000,116314,537,39667,6.93
Canada,Potatoes,2000,116314,537,39667,8.67
Canada,Potatoes,2000,116314,537,39667,5.14
Canada,Potatoes,2000,116314,537,39667,4.61
Canada,Potatoes,2000,116314,537,39667,6.67
Canada,Potatoes,2000,116314,537,39667,7.63
Canada,Potatoes,2001,102703,537,38456,8.47
Canada,Potatoes,2001,102703,537,38456,9.63
Canada,Potatoes,2001,102703,537,38456,6.46
Canada,Potatoes,2001,102703,537,38456,6.01
Canada,Potatoes,2001,102703,537,38456,7.76
Canada,Potatoes,2001,102703,537,38456,7.77
Canada,Potatoes,2002,111652,537,34226,8.18
Canada,Potatoes,2002,111652,537,34226,9.45
Canada,Potatoes,2002,111652,537,34226,6.01
Canada,Potatoes,2002,111652,537,34226,5.47
Canada,Potatoes,2002,111652,537,34226,7.48
Canada,Potatoes,2002,111652,537,34226,7.82
Canada,Potatoes,2004,123630,537,36138,7.02
Canada,Potatoes,2004,123630,537,36138,8.63
Canada,Potatoes,2004,123630,537,36138,4.91
Canada,Potatoes,2004,123630,537,36138,4.46
Canada,Potatoes,2004,123630,537,36138,6.4
Canada,Potatoes,2004,123630,537,36138,8.95
Canada,Potatoes,2005,115053,537,36363,7.89
Canada,Potatoes,2005,115053,537,36363,9.05
Canada,Potatoes,2005,115053,537,36363,5.95
Canada,Potatoes,2005,115053,537,36363,5.53
Canada,Potatoes,2005,115053,537,36363,7.22
Canada,Potatoes,2005,115053,537,36363,8.38
Canada,Potatoes,2006,130482,537,36572.75,8.66
Canada,Potatoes,2006,130482,537,36572.75,9.83
Canada,Potatoes,2006,130482,537,36572.75,6.95
Canada,Potatoes,2006,130482,537,36572.75,6.3
Canada,Potatoes,2006,130482,537,36572.75,7.85
Canada,Potatoes,2006,130482,537,36572.75,8.31
Canada,Potatoes,2007,126498,537,45140.03,7.42
Canada,Potatoes,2007,126498,537,45140.03,9.14
Canada,Potatoes,2007,126498,537,45140.03,5.25
Canada,Potatoes,2007,126498,537,45140.03,4.96
Canada,Potatoes,2007,126498,537,45140.03,7.07
Canada,Potatoes,2007,126498,537,45140.03,7.72
Canada,Potatoes,2008,126065,537,53707.3,7.5
Canada,Potatoes,2008,126065,537,53707.3,8.61
Canada,Potatoes,2008,126065,537,53707.3,5.62
Canada,Potatoes,2008,126065,537,53707.3,5.01
Canada,Potatoes,2008,126065,537,53707.3,6.58
Canada,Potatoes,2008,126065,537,53707.3,7.3
Canada,Potatoes,2009,127453,537,54529.4,7.12
Canada,Potatoes,2009,127453,537,54529.4,8.38
Canada,Potatoes,2009,127453,537,54529.4,5.27
Canada,Potatoes,2009,127453,537,54529.4,4.71
Canada,Potatoes,2009,127453,537,54529.4,6.28
Canada,Potatoes,2009,127453,537,54529.4,7.8
Canada,Potatoes,2010,128373,537,61050,8.64
Canada,Potatoes,2010,128373,537,61050,9.47
Canada,Potatoes,2010,128373,537,61050,7.11
Canada,Potatoes,2010,128373,537,61050,6.73
Canada,Potatoes,2010,128373,537,61050,7.77
Canada,Potatoes,2010,128373,537,61050,8.33
Canada,Potatoes,2011,120376,537,62107.2,8.34
Canada,Potatoes,2011,120376,537,62107.2,9.32
Canada,Potatoes,2011,120376,537,62107.2,6.52
Canada,Potatoes,2011,120376,537,62107.2,6.14
Canada,Potatoes,2011,120376,537,62107.2,7.3
Canada,Potatoes,2011,120376,537,62107.2,7.21
Canada,Potatoes,2012,124735,537,73508.9,9.24
Canada,Potatoes,2012,124735,537,73508.9,10.51
Canada,Potatoes,2012,124735,537,73508.9,7.09
Canada,Potatoes,2012,124735,537,73508.9,6.59
Canada,Potatoes,2012,124735,537,73508.9,8.66
Canada,Potatoes,2012,124735,537,73508.9,7.85
Canada,Potatoes,2013,132270,537,81659.8,9.19
Canada,Potatoes,2013,132270,537,81659.8,10.11
Canada,Potatoes,2013,132270,537,81659.8,7.86
Canada,Potatoes,2013,132270,537,81659.8,7.08
Canada,Potatoes,2013,132270,537,81659.8,8.46
Canada,Potatoes,2013,132270,537,81659.8,9.85
Central African Republic,Potatoes,1990,24509,1342,0.04,25.42
Central African Republic,Potatoes,1991,25714,1342,0.04,25.45
Central African Republic,Potatoes,1992,25813,1342,0.04,24.81
Central African Republic,Potatoes,1993,25833,1342,0.25,25.14
Central African Republic,Potatoes,1994,25785,1342,2.16,25.39
Central African Republic,Potatoes,1995,25725,1342,22.87,25.5
Central African Republic,Potatoes,1996,25676,1342,22.87,25.32
Central African Republic,Potatoes,1997,25549,1342,22.87,25.69
Central African Republic,Potatoes,1998,25526,1342,22.87,25.96
Central African Republic,Potatoes,1999,25434,1342,22.87,25.05
Central African Republic,Potatoes,2000,25641,1342,22.87,25.4
Central African Republic,Potatoes,2001,24792,1342,22.87,25.28
Central African Republic,Potatoes,2002,24109,1342,22.87,25.44
Central African Republic,Potatoes,2004,20308,1342,22.87,25.67
Central African Republic,Potatoes,2005,18862,1342,22.87,25.92
Central African Republic,Potatoes,2006,15360,1342,22.87,25.85
Central African Republic,Potatoes,2007,14295,1342,22.87,25.88
Central African Republic,Potatoes,2008,13425,1342,22.87,25.76
Central African Republic,Potatoes,2009,12657,1342,22.87,26.17
Central African Republic,Potatoes,2010,11650,1342,22.87,26.06
Central African Republic,Potatoes,2011,11574,1342,22.87,25.23
Central African Republic,Potatoes,2012,11818,1342,22.87,25.28
Central African Republic,Potatoes,2013,11818,1342,22.87,25.69
Chile,Potatoes,1990,150300,1522,15373,12.88
Chile,Potatoes,1990,150300,1522,15373,6.11
Chile,Potatoes,1991,142245,1522,15373,13
Chile,Potatoes,1991,142245,1522,15373,6.37
Chile,Potatoes,1992,164033,1522,15373,12.93
Chile,Potatoes,1992,164033,1522,15373,5.97
Chile,Potatoes,1993,145947,1522,15373,13.26
Chile,Potatoes,1993,145947,1522,15373,6.16
Chile,Potatoes,1994,153807,1522,15373,13.42
Chile,Potatoes,1994,153807,1522,15373,6.7
Chile,Potatoes,1995,152200,1522,15373,13.02
Chile,Potatoes,1995,152200,1522,15373,6.4
Chile,Potatoes,1996,138900,1522,15373,13.16
Chile,Potatoes,1996,138900,1522,15373,6.26
Chile,Potatoes,1997,164412,1522,15373,13.66
Chile,Potatoes,1997,164412,1522,15373,6.8
